,Dataset,Model,Correlation,p-value,L1 Loss
541,BIG5,Best Model,0.500932,0.0,0.99
542,BIG5,Best Model,0.437797,5e-06,1.02
543,BIG5,Best Model,0.375467,0.000118,0.94
544,BIG5,Best Model,0.501469,0.0,0.93
545,BIG5,Best Model,0.255871,0.010185,1.05
546,BIG5,Best Model,0.424944,1e-05,0.97
547,BIG5,Best Model,0.39711,4.3e-05,1.1
548,BIG5,Best Model,0.715443,0.0,0.85
549,BIG5,Best Model,0.332862,0.000715,0.84
550,BIG5,Best Model,0.376159,0.000115,0.97
551,BIG5,Best Model,0.210739,0.035327,1.12
552,BIG5,Best Model,0.287705,0.003702,1.1
553,BIG5,Best Model,0.424077,1.1e-05,0.88
554,BIG5,Best Model,0.482182,0.0,0.68
555,BIG5,Best Model,0.444865,4e-06,0.6
556,BIG5,Best Model,0.573107,0.0,0.95
557,BIG5,Best Model,0.426896,9e-06,0.88
558,BIG5,Best Model,0.517841,0.0,0.98
559,BIG5,Best Model,0.28264,0.004383,1.29
560,BIG5,Best Model,0.619008,0.0,0.71
561,BIG5,Best Model,0.486765,0.0,0.76
562,BIG5,Best Model,0.255432,0.01032,0.81
563,BIG5,Best Model,0.41508,1.8e-05,0.92
564,BIG5,Best Model,0.707122,0.0,0.85
565,BIG5,Best Model,0.706279,0.0,0.88
566,BIG5,Best Model,0.555715,0.0,0.77
567,BIG5,Best Model,0.614238,0.0,0.82
568,BIG5,Best Model,0.289071,0.003535,0.85
569,BIG5,Best Model,0.486832,0.0,0.92
570,BIG5,Best Model,0.313332,0.001502,1.3
571,BIG5,Best Model,0.009855,0.922477,0.89
572,BIG5,Best Model,0.663567,0.0,0.6
573,BIG5,Best Model,0.428845,9e-06,0.85
574,BIG5,Best Model,0.337198,0.000602,1.06
575,BIG5,Best Model,0.699317,0.0,0.79
576,BIG5,Best Model,0.766167,0.0,0.74
577,BIG5,Best Model,0.464347,1e-06,0.94
578,BIG5,Best Model,0.367173,0.000171,1.03
579,BIG5,Best Model,0.658454,0.0,0.7
580,BIG5,Best Model,0.699896,0.0,0.76
581,BIG5,Best Model,0.359307,0.000241,1.07
582,BIG5,Best Model,0.670946,0.0,0.75
583,BIG5,Best Model,0.206815,0.038968,0.97
584,BIG5,Best Model,0.32734,0.000886,1.0
585,BIG5,Best Model,0.421478,1.3e-05,1.09
586,BIG5,Best Model,0.622507,0.0,0.82
587,BIG5,Best Model,0.366016,0.00018,0.69
588,BIG5,Best Model,0.43151,7e-06,1.18
589,BIG5,Best Model,0.731496,0.0,0.79
590,BIG5,Best Model,0.493201,0.0,0.63
591,BIG5,Best Model,0.143148,0.155373,1.03
592,BIG5,Best Model,0.384557,7.8e-05,0.74
593,BIG5,Best Model,0.487497,0.0,1.21
594,BIG5,Best Model,0.318892,0.001222,1.0
595,BIG5,Best Model,0.586883,0.0,0.87
596,BIG5,Best Model,0.074784,0.459616,0.82
597,BIG5,Best Model,0.53769,0.0,0.67
598,BIG5,Best Model,0.376612,0.000112,1.13
599,BIG5,Best Model,0.54186,0.0,0.93
600,BIG5,Best Model,0.339786,0.000543,0.85
601,BIG5,Best Model,0.432716,7e-06,0.97
602,BIG5,Best Model,0.446827,3e-06,1.06
603,BIG5,Best Model,0.382577,8.6e-05,0.93
604,BIG5,Best Model,0.528132,0.0,1.13
605,BIG5,Best Model,0.53361,0.0,0.9
606,BIG5,Best Model,0.515747,0.0,0.75
607,BIG5,Best Model,0.322671,0.00106,0.74
608,BIG5,Best Model,0.062415,0.537299,0.81
609,BIG5,Best Model,0.487058,0.0,0.92
610,BIG5,Best Model,0.550458,0.0,0.87
611,BIG5,Best Model,0.515316,0.0,0.97
612,BIG5,Best Model,0.311458,0.001609,0.93
613,BIG5,Best Model,0.462076,1e-06,0.7
614,BIG5,Best Model,0.513485,0.0,0.82
615,BIG5,Best Model,0.548868,0.0,0.84
616,BIG5,Best Model,0.174351,0.082758,1.09
617,BIG5,Best Model,0.417421,1.6e-05,0.94
618,BIG5,Best Model,0.664971,0.0,0.97
619,BIG5,Best Model,0.454688,2e-06,1.11
620,BIG5,Best Model,0.412632,2e-05,0.88
621,BIG5,Best Model,0.355269,0.000287,0.84
622,BIG5,Best Model,0.475043,1e-06,1.0
623,BIG5,Best Model,0.476736,1e-06,0.84
624,BIG5,Best Model,0.739228,0.0,0.73
625,BIG5,Best Model,0.521225,0.0,1.21
626,BIG5,Best Model,0.482738,0.0,0.81
627,BIG5,Best Model,0.506782,0.0,0.94
628,BIG5,Best Model,0.480634,0.0,0.9
629,BIG5,Best Model,0.402099,3.4e-05,0.77
630,BIG5,Best Model,0.657975,0.0,0.93
631,BIG5,Best Model,0.38062,9.4e-05,0.62
632,BIG5,Best Model,0.767891,0.0,0.66
633,BIG5,Best Model,0.396272,4.5e-05,1.05
634,BIG5,Best Model,0.426116,1e-05,0.71
635,BIG5,Best Model,0.191271,0.056611,1.01
636,BIG5,Best Model,0.510331,0.0,0.68
637,BIG5,Best Model,0.400963,3.6e-05,0.69
638,BIG5,Best Model,0.455324,2e-06,0.83
639,BIG5,Best Model,0.337398,0.000597,0.95
640,BIG5,Best Model,0.377238,0.000109,0.84
641,BIG5,Best Model,0.549206,0.0,1.1
642,BIG5,Best Model,0.293785,0.00301,0.99
643,BIG5,Best Model,0.5446,0.0,1.03
644,BIG5,Best Model,0.356652,0.00027,0.79
645,BIG5,Best Model,0.550466,0.0,0.78
646,BIG5,Best Model,0.465283,1e-06,0.74
647,BIG5,Best Model,0.157074,0.118596,1.19
648,BIG5,Best Model,0.471609,1e-06,0.91
649,BIG5,Best Model,0.661417,0.0,0.79
650,BIG5,Best Model,0.572736,0.0,0.87
651,BIG5,Best Model,0.526928,0.0,0.89
652,BIG5,Best Model,0.473183,1e-06,0.95
653,BIG5,Best Model,0.442842,4e-06,0.69
654,BIG5,Best Model,0.489713,0.0,0.99
655,BIG5,Best Model,0.037157,0.713601,0.77
656,BIG5,Best Model,0.612941,0.0,0.86
657,BIG5,Best Model,0.583804,0.0,0.79
658,BIG5,Best Model,0.471195,1e-06,0.68
659,BIG5,Best Model,0.286153,0.0039,0.89
660,BIG5,Best Model,0.497633,0.0,0.93
661,BIG5,Best Model,0.571554,0.0,0.92
662,BIG5,Best Model,0.638463,0.0,0.82
663,BIG5,Best Model,0.559781,0.0,0.99
664,BIG5,Best Model,0.170138,0.090579,0.95
665,BIG5,Best Model,0.399351,3.9e-05,0.95
666,BIG5,Best Model,0.402021,3.4e-05,1.05
667,BIG5,Best Model,0.325651,0.000946,1.06
668,BIG5,Best Model,0.192703,0.054751,0.91
669,BIG5,Best Model,0.229515,0.021616,0.8
670,BIG5,Best Model,0.633294,0.0,0.7
671,BIG5,Best Model,0.220599,0.027419,1.34
672,BIG5,Best Model,0.364516,0.000193,1.12
673,BIG5,Best Model,0.334033,0.000683,1.16
674,BIG5,Best Model,0.493122,0.0,1.17
675,BIG5,Best Model,0.588883,0.0,0.9
676,BIG5,Best Model,0.583183,0.0,0.82
677,BIG5,Best Model,0.420605,1.3e-05,1.03
678,BIG5,Best Model,0.454824,2e-06,0.65
679,BIG5,Best Model,0.637396,0.0,0.85
680,BIG5,Best Model,0.538686,0.0,0.9
681,BIG5,Best Model,0.429291,8e-06,1.05
682,BIG5,Best Model,0.649275,0.0,0.84
683,BIG5,Best Model,0.629308,0.0,1.01
684,BIG5,Best Model,0.653484,0.0,0.73
685,BIG5,Best Model,0.512609,0.0,0.77
686,BIG5,Best Model,0.308099,0.001818,1.01
687,BIG5,Best Model,0.466948,1e-06,0.93
688,BIG5,Best Model,0.331024,0.000768,1.05
689,BIG5,Best Model,0.44225,4e-06,0.91
690,BIG5,Best Model,0.616061,0.0,0.85
691,BIG5,Best Model,0.455184,2e-06,0.9
692,BIG5,Best Model,0.33932,0.000553,1.15
693,BIG5,Best Model,0.461992,1e-06,1.09
694,BIG5,Best Model,0.426399,1e-05,0.94
695,BIG5,Best Model,0.745053,0.0,0.86
696,BIG5,Best Model,0.747322,0.0,0.76
697,BIG5,Best Model,0.484931,0.0,0.93
698,BIG5,Best Model,0.085528,0.397508,0.86
699,BIG5,Best Model,0.273174,0.005961,1.04
700,BIG5,Best Model,0.385718,7.4e-05,0.98
701,BIG5,Best Model,0.448515,3e-06,0.98
702,BIG5,Best Model,0.307151,0.001881,1.23
703,BIG5,Best Model,0.416632,1.6e-05,0.9
704,BIG5,Best Model,0.367023,0.000173,0.75
705,BIG5,Best Model,0.557133,0.0,0.95
706,BIG5,Best Model,0.676499,0.0,0.87
707,BIG5,Best Model,0.648538,0.0,0.72
708,BIG5,Best Model,0.158976,0.114144,1.1
709,BIG5,Best Model,0.104209,0.302164,1.21
710,BIG5,Best Model,0.684916,0.0,0.87
711,BIG5,Best Model,0.396292,4.5e-05,1.15
712,BIG5,Best Model,0.216351,0.030619,0.78
713,BIG5,Best Model,0.576129,0.0,1.09
714,BIG5,Best Model,0.401243,3.5e-05,0.87
715,BIG5,Best Model,0.513766,0.0,0.78
716,BIG5,Best Model,0.694941,0.0,0.89
717,BIG5,Best Model,0.521102,0.0,0.99
718,BIG5,Best Model,0.291539,0.003251,0.96
719,BIG5,Best Model,0.254511,0.010608,1.06
720,BIG5,Best Model,0.652446,0.0,0.92
721,BIG5,Best Model,0.529106,0.0,0.56
722,BIG5,Best Model,0.07833,0.438551,0.83
723,BIG5,Best Model,0.181689,0.07043,0.97
724,BIG5,Best Model,0.492683,0.0,0.62
725,BIG5,Best Model,0.31672,0.001325,0.93
726,BIG5,Best Model,0.557891,0.0,0.82
727,BIG5,Best Model,0.731753,0.0,0.78
728,BIG5,Best Model,0.484554,0.0,1.02
729,BIG5,Best Model,0.263152,0.008163,0.71
730,BIG5,Best Model,0.397991,4.1e-05,1.09
731,BIG5,Best Model,0.504226,0.0,0.95
732,BIG5,Best Model,0.431533,7e-06,0.75
733,BIG5,Best Model,0.253818,0.01083,1.01
734,BIG5,Best Model,0.63344,0.0,0.86
735,BIG5,Best Model,0.428534,9e-06,0.78
736,BIG5,Best Model,0.375193,0.00012,1.09
737,BIG5,Best Model,0.52231,0.0,0.94
738,BIG5,Best Model,0.538873,0.0,0.85
739,BIG5,Best Model,0.643579,0.0,0.86
740,BIG5,Best Model,0.662658,0.0,0.96
741,BIG5,Best Model,0.428122,9e-06,0.93
742,BIG5,Best Model,0.550598,0.0,0.86
743,BIG5,Best Model,0.291897,0.003212,0.85
744,BIG5,Best Model,0.541905,0.0,1.02
745,BIG5,Best Model,0.449606,3e-06,1.08
746,BIG5,Best Model,0.40662,2.7e-05,0.79
747,BIG5,Best Model,0.352685,0.00032,0.9
748,BIG5,Best Model,0.516914,0.0,0.99
749,BIG5,Best Model,0.502369,0.0,0.95
750,BIG5,Best Model,0.629513,0.0,0.76
751,BIG5,Best Model,0.512017,0.0,0.8
752,BIG5,Best Model,0.451723,2e-06,1.14
753,BIG5,Best Model,0.261199,0.008668,1.02
754,BIG5,Best Model,0.564473,0.0,1.05
755,BIG5,Best Model,0.520059,0.0,0.9
756,BIG5,Best Model,0.317972,0.001265,0.9
757,BIG5,Best Model,0.480071,0.0,0.87
758,BIG5,Best Model,0.724711,0.0,0.66
759,BIG5,Best Model,0.52509,0.0,0.89
760,BIG5,Best Model,0.636777,0.0,0.72
761,BIG5,Best Model,0.436043,6e-06,1.23
762,BIG5,Best Model,0.503737,0.0,0.98
763,BIG5,Best Model,0.463813,1e-06,0.73
764,BIG5,Best Model,0.432106,7e-06,0.67
765,BIG5,Best Model,0.55298,0.0,0.65
766,BIG5,Best Model,0.295695,0.002818,0.92
767,BIG5,Best Model,0.44835,3e-06,0.72
768,BIG5,Best Model,0.398793,4e-05,1.25
769,BIG5,Best Model,0.343818,0.000461,1.01
770,BIG5,Best Model,0.239335,0.016475,1.01
771,BIG5,Best Model,0.627875,0.0,0.88
772,BIG5,Best Model,0.635026,0.0,0.57
773,BIG5,Best Model,0.632216,0.0,0.73
774,BIG5,Best Model,0.222329,0.0262,1.25
775,BIG5,Best Model,0.134634,0.181712,0.58
776,BIG5,Best Model,0.28617,0.003898,0.87
777,BIG5,Best Model,0.433765,7e-06,0.96
778,BIG5,Best Model,0.406093,2.8e-05,0.9
779,BIG5,Best Model,0.614,0.0,0.9
780,BIG5,Best Model,0.25559,0.010272,0.95
781,BIG5,Best Model,0.258404,0.009437,0.62
782,BIG5,Best Model,0.252676,0.011203,1.25
783,BIG5,Best Model,0.59403,0.0,0.89
784,BIG5,Best Model,0.109316,0.278959,1.11
785,BIG5,Best Model,0.481932,0.0,1.05
786,BIG5,Best Model,0.499199,0.0,0.79
787,BIG5,Best Model,0.456757,2e-06,0.83
788,BIG5,Best Model,0.394356,4.9e-05,0.93
789,BIG5,Best Model,0.436604,6e-06,1.11
790,BIG5,Best Model,0.429455,8e-06,0.72
791,BIG5,Best Model,0.662368,0.0,0.87
792,BIG5,Best Model,0.259739,0.009063,0.73
793,BIG5,Best Model,0.370626,0.000147,0.93
794,BIG5,Best Model,0.441426,4e-06,0.83
795,BIG5,Best Model,0.351223,0.00034,0.96
796,BIG5,Best Model,0.31561,0.001381,0.99
797,BIG5,Best Model,0.519052,0.0,1.0
798,BIG5,Best Model,0.522662,0.0,0.96
799,BIG5,Best Model,0.46243,1e-06,0.93
800,BIG5,Best Model,0.632315,0.0,0.73
801,BIG5,Best Model,0.393218,5.2e-05,0.74
802,BIG5,Best Model,0.722171,0.0,0.88
803,BIG5,Best Model,0.353037,0.000315,0.79
804,BIG5,Best Model,0.377196,0.00011,1.04
805,BIG5,Best Model,0.332096,0.000737,0.98
806,BIG5,Best Model,0.420185,1.3e-05,0.94
807,BIG5,Best Model,0.557432,0.0,0.89
808,BIG5,Best Model,0.218467,0.028988,0.98
809,BIG5,Best Model,0.422216,1.2e-05,0.9
810,BIG5,Best Model,0.593147,0.0,0.56
811,BIG5,Best Model,0.557191,0.0,0.78
812,BIG5,Best Model,0.540933,0.0,1.01
813,BIG5,Best Model,0.630129,0.0,0.73
814,BIG5,Best Model,0.17824,0.076026,1.06
815,BIG5,Best Model,0.649846,0.0,0.83
816,BIG5,Best Model,0.646586,0.0,0.8
817,BIG5,Best Model,0.193992,0.05312,0.87
818,BIG5,Best Model,0.377965,0.000106,0.98
819,BIG5,Best Model,0.250952,0.011789,1.34
820,BIG5,Best Model,0.492793,0.0,0.88
821,BIG5,Best Model,0.242325,0.015136,0.96
822,BIG5,Best Model,0.43616,6e-06,0.81
823,BIG5,Best Model,0.39545,4.7e-05,0.57
824,BIG5,Best Model,0.567562,0.0,0.88
825,BIG5,Best Model,0.627991,0.0,0.94
826,BIG5,Best Model,0.342955,0.000478,0.9
827,BIG5,Best Model,0.532874,0.0,0.99
828,BIG5,Best Model,0.310122,0.001689,0.91
829,BIG5,Best Model,0.399812,3.8e-05,0.9
830,BIG5,Best Model,0.485662,0.0,0.83
831,BIG5,Best Model,0.678268,0.0,0.7
832,BIG5,Best Model,0.212184,0.03406,0.72
833,BIG5,Best Model,0.491884,0.0,1.03
834,BIG5,Best Model,0.423197,1.2e-05,1.13
835,BIG5,Best Model,0.452473,2e-06,0.9
836,BIG5,Best Model,0.407249,2.6e-05,0.9
837,BIG5,Best Model,0.464074,1e-06,0.72
838,BIG5,Best Model,0.686687,0.0,0.82
839,BIG5,Best Model,0.438356,5e-06,1.06
840,BIG5,Best Model,0.357676,0.000259,0.88
841,BIG5,Best Model,0.560185,0.0,0.81
842,BIG5,Best Model,0.579052,0.0,0.76
843,BIG5,Best Model,0.609477,0.0,0.65
844,BIG5,Best Model,0.213527,0.032917,1.19
845,BIG5,Best Model,0.541585,0.0,0.83
846,BIG5,Best Model,0.50742,0.0,0.93
847,BIG5,Best Model,0.326747,0.000907,1.06
848,BIG5,Best Model,0.375783,0.000117,0.8
849,BIG5,Best Model,0.455905,2e-06,0.85
850,BIG5,Best Model,0.366889,0.000174,1.44
851,BIG5,Best Model,0.631115,0.0,0.72
852,BIG5,Best Model,0.571104,0.0,0.95
853,BIG5,Best Model,0.433072,7e-06,1.06
854,BIG5,Best Model,0.288309,0.003627,0.93
855,BIG5,Best Model,0.416473,1.6e-05,0.91
856,BIG5,Best Model,0.308956,0.001762,0.96
857,BIG5,Best Model,0.580047,0.0,0.8
858,BIG5,Best Model,0.4455,3e-06,0.91
859,BIG5,Best Model,0.528738,0.0,0.91
860,BIG5,Best Model,0.351665,0.000334,0.89
861,BIG5,Best Model,0.447119,3e-06,0.9
862,BIG5,Best Model,0.356217,0.000275,0.93
863,BIG5,Best Model,0.279729,0.004823,0.88
864,BIG5,Best Model,0.328437,0.00085,1.23
865,BIG5,Best Model,0.454038,2e-06,0.87
866,BIG5,Best Model,0.331582,0.000752,0.56
867,BIG5,Best Model,0.523037,0.0,0.82
868,BIG5,Best Model,0.573487,0.0,0.89
869,BIG5,Best Model,0.493747,0.0,1.04
870,BIG5,Best Model,0.534253,0.0,1.04
871,BIG5,Best Model,0.407845,2.5e-05,0.61
872,BIG5,Best Model,0.770419,0.0,0.72
873,BIG5,Best Model,0.553326,0.0,0.87
874,BIG5,Best Model,0.380017,9.6e-05,0.97
875,BIG5,Best Model,0.018374,0.85602,0.65
876,BIG5,Best Model,0.570163,0.0,0.68
877,BIG5,Best Model,0.467228,1e-06,0.99
878,BIG5,Best Model,0.421864,1.2e-05,0.95
879,BIG5,Best Model,0.668165,0.0,0.84
880,BIG5,Best Model,0.410386,2.2e-05,1.13
881,BIG5,Best Model,0.510889,0.0,0.84
882,BIG5,Best Model,0.548332,0.0,0.65
883,BIG5,Best Model,0.381056,9.2e-05,1.03
884,BIG5,Best Model,0.572168,0.0,1.04
885,BIG5,Best Model,0.483872,0.0,1.12
886,BIG5,Best Model,0.389889,6.1e-05,0.67
887,BIG5,Best Model,0.274817,0.005656,0.68
888,BIG5,Best Model,0.626821,0.0,0.76
889,BIG5,Best Model,0.386705,7.1e-05,0.91
890,BIG5,Best Model,0.5967,0.0,0.96
891,BIG5,Best Model,0.660854,0.0,0.9
892,BIG5,Best Model,0.568359,0.0,0.83
893,BIG5,Best Model,0.617988,0.0,0.77
894,BIG5,Best Model,0.520742,0.0,0.83
895,BIG5,Best Model,0.257727,0.009632,1.28
896,BIG5,Best Model,0.562373,0.0,1.05
897,BIG5,Best Model,0.457717,2e-06,0.86
898,BIG5,Best Model,0.531548,0.0,0.82
899,BIG5,Best Model,0.642602,0.0,0.91
900,BIG5,Best Model,0.285555,0.003978,0.82
901,BIG5,Best Model,0.33648,0.00062,0.95
902,BIG5,Best Model,0.464545,1e-06,0.84
903,BIG5,Best Model,0.672548,0.0,0.59
904,BIG5,Best Model,0.468026,1e-06,0.57
905,BIG5,Best Model,0.762018,0.0,0.74
906,BIG5,Best Model,0.568677,0.0,0.81
907,BIG5,Best Model,0.274628,0.00569,1.15
908,BIG5,Best Model,0.449819,3e-06,0.78
909,BIG5,Best Model,0.418049,1.5e-05,1.0
910,BIG5,Best Model,0.487199,0.0,0.84
911,BIG5,Best Model,0.366767,0.000175,1.15
912,BIG5,Best Model,0.358225,0.000253,1.04
913,BIG5,Best Model,0.302292,0.002237,1.01
914,BIG5,Best Model,0.417837,1.5e-05,0.93
915,BIG5,Best Model,0.696626,0.0,1.03
916,BIG5,Best Model,0.327177,0.000892,1.09
917,BIG5,Best Model,0.669666,0.0,0.84
918,BIG5,Best Model,0.614513,0.0,1.01
919,BIG5,Best Model,0.244098,0.014388,0.78
920,BIG5,Best Model,0.589396,0.0,0.81
921,BIG5,Best Model,0.38197,8.8e-05,0.61
922,BIG5,Best Model,0.488397,0.0,0.84
923,BIG5,Best Model,0.718245,0.0,0.9
924,BIG5,Best Model,0.264811,0.007756,0.9
925,BIG5,Best Model,0.188199,0.060776,0.87
926,BIG5,Best Model,0.429833,8e-06,1.17
927,BIG5,Best Model,0.434381,6e-06,1.02
928,BIG5,Best Model,0.591677,0.0,0.79
929,BIG5,Best Model,0.627029,0.0,0.94
930,BIG5,Best Model,0.455324,2e-06,0.75
931,BIG5,Best Model,0.495708,0.0,0.81
932,BIG5,Best Model,0.546984,0.0,0.98
933,BIG5,Best Model,0.561841,0.0,1.04
934,BIG5,Best Model,0.377942,0.000106,0.84
935,BIG5,Best Model,0.276186,0.005412,1.13
936,BIG5,Best Model,0.489203,0.0,0.93
937,BIG5,Best Model,0.710894,0.0,0.9
938,BIG5,Best Model,0.474751,1e-06,0.78
939,BIG5,Best Model,0.420904,1.3e-05,0.95
940,BIG5,Best Model,0.547268,0.0,0.71
941,BIG5,Best Model,0.541448,0.0,0.7
942,BIG5,Best Model,0.489226,0.0,0.84
943,BIG5,Best Model,0.43503,6e-06,1.03
944,BIG5,Best Model,0.595848,0.0,0.71
945,BIG5,Best Model,0.573421,0.0,1.08
946,BIG5,Best Model,0.262679,0.008283,1.15
947,BIG5,Best Model,0.364695,0.000191,1.22
948,BIG5,Best Model,0.409913,2.3e-05,0.84
949,BIG5,Best Model,0.221538,0.026751,1.17
950,BIG5,Best Model,0.347364,0.000399,1.06
951,BIG5,Best Model,0.364852,0.00019,0.83
952,BIG5,Best Model,0.520287,0.0,1.07
953,BIG5,Best Model,0.171548,0.087899,1.05
954,BIG5,Best Model,0.774207,0.0,0.75
955,BIG5,Best Model,0.519296,0.0,0.94
956,BIG5,Best Model,0.408558,2.4e-05,0.88
957,BIG5,Best Model,0.533004,0.0,1.09
958,BIG5,Best Model,0.591127,0.0,0.86
959,BIG5,Best Model,0.37669,0.000112,1.2
960,BIG5,Best Model,0.576095,0.0,0.86
961,BIG5,Best Model,0.492042,0.0,1.14
962,BIG5,Best Model,0.594384,0.0,0.91
963,BIG5,Best Model,0.550888,0.0,0.75
964,BIG5,Best Model,0.423348,1.1e-05,1.03
965,BIG5,Best Model,0.592034,0.0,0.66
966,BIG5,Best Model,0.404779,3e-05,1.01
967,BIG5,Best Model,0.044137,0.662813,0.98
968,BIG5,Best Model,0.37639,0.000114,1.06
969,BIG5,Best Model,0.397057,4.3e-05,1.04
970,BIG5,Best Model,0.28078,0.00466,0.67
971,BIG5,Best Model,0.638205,0.0,0.87
972,BIG5,Best Model,0.387763,6.7e-05,0.85
973,BIG5,Best Model,0.571182,0.0,0.71
974,BIG5,Best Model,0.582266,0.0,0.65
975,BIG5,Best Model,0.551364,0.0,0.96
976,BIG5,Best Model,0.215203,0.031536,0.84
977,BIG5,Best Model,0.518466,0.0,0.83
978,BIG5,Best Model,0.674823,0.0,0.96
979,BIG5,Best Model,0.559633,0.0,1.0
980,BIG5,Best Model,0.393348,5.2e-05,0.72
981,BIG5,Best Model,0.418793,1.4e-05,0.83
982,BIG5,Best Model,0.327041,0.000897,1.18
983,BIG5,Best Model,0.505706,0.0,0.85
984,BIG5,Best Model,0.620333,0.0,0.6
985,BIG5,Best Model,0.669609,0.0,0.95
986,BIG5,Best Model,0.497039,0.0,0.84
987,BIG5,Best Model,0.459509,2e-06,1.09
988,BIG5,Best Model,0.298402,0.002565,0.9
989,BIG5,Best Model,0.340831,0.000521,1.11
990,BIG5,Best Model,0.46924,1e-06,1.05
991,BIG5,Best Model,0.440612,4e-06,1.12
992,BIG5,Best Model,0.53354,0.0,0.83
993,BIG5,Best Model,0.405112,2.9e-05,0.95
994,BIG5,Best Model,0.256944,0.009862,1.01
995,BIG5,Best Model,0.139461,0.166405,1.14
996,BIG5,Best Model,0.245638,0.013764,0.95
997,BIG5,Best Model,0.453926,2e-06,0.71
998,BIG5,Best Model,0.516411,0.0,1.01
999,BIG5,Best Model,0.331632,0.00075,0.97
1000,BIG5,Best Model,0.57385,0.0,0.88
1001,BIG5,Best Model,0.182742,0.068789,1.05
1002,BIG5,Best Model,0.729086,0.0,0.67
1003,BIG5,Best Model,0.366799,0.000174,0.91
1004,BIG5,Best Model,0.439186,5e-06,0.93
1005,BIG5,Best Model,0.490044,0.0,0.94
1006,BIG5,Best Model,0.489822,0.0,0.88
1007,BIG5,Best Model,0.6062,0.0,0.98
1008,BIG5,Best Model,0.430486,8e-06,0.84
1009,BIG5,Best Model,0.571534,0.0,0.66
1010,BIG5,Best Model,0.267977,0.007027,0.84
1011,BIG5,Best Model,0.568353,0.0,0.77
1012,BIG5,Best Model,0.234329,0.018946,1.29
1013,BIG5,Best Model,0.401376,3.5e-05,1.05
1014,BIG5,Best Model,0.261207,0.008666,1.03
1015,BIG5,Best Model,0.474067,1e-06,0.86
1016,BIG5,Best Model,0.511621,0.0,0.89
1017,BIG5,Best Model,0.658238,0.0,1.0
1018,BIG5,Best Model,0.278572,0.005009,0.87
1019,BIG5,Best Model,0.705354,0.0,0.95
1020,BIG5,Best Model,0.690215,0.0,0.85
1021,BIG5,Best Model,0.292768,0.003117,1.14
1022,BIG5,Best Model,0.347023,0.000404,1.13
1023,BIG5,Best Model,0.419017,1.4e-05,0.78
1024,BIG5,Best Model,0.621176,0.0,0.83
1025,BIG5,Best Model,0.456945,2e-06,1.11
1026,BIG5,Best Model,0.355808,0.00028,1.18
1027,BIG5,Best Model,0.600104,0.0,0.7
1028,BIG5,Best Model,0.445075,3e-06,1.23
1029,BIG5,Best Model,0.513996,0.0,0.92
1030,BIG5,Best Model,0.534338,0.0,0.85
1031,BIG5,Best Model,0.465246,1e-06,0.9
1032,BIG5,Best Model,0.579294,0.0,0.74
1033,BIG5,Best Model,0.590379,0.0,0.83
1034,BIG5,Best Model,0.631847,0.0,0.71
1035,BIG5,Best Model,0.301563,0.002296,1.08
1036,BIG5,Best Model,0.453258,2e-06,0.92
1037,BIG5,Best Model,0.592672,0.0,0.61
1038,BIG5,Best Model,0.536909,0.0,0.72
1039,BIG5,Best Model,0.208127,0.037717,1.28
1040,BIG5,Best Model,0.642306,0.0,0.99
1041,BIG5,Best Model,0.333733,0.000691,1.07
1042,BIG5,Best Model,0.490954,0.0,0.65
1043,BIG5,Best Model,0.641686,0.0,0.84
1044,BIG5,Best Model,0.378379,0.000104,0.79
1045,BIG5,Best Model,0.434195,6e-06,1.09
1046,BIG5,Best Model,0.544716,0.0,0.82
1047,BIG5,Best Model,0.414416,1.8e-05,1.01
1048,BIG5,Best Model,0.076038,0.452105,0.67
1049,BIG5,Best Model,0.548064,0.0,0.77
1050,BIG5,Best Model,0.403057,3.2e-05,1.13
1051,BIG5,Best Model,0.398271,4.1e-05,0.67
1052,BIG5,Best Model,0.177882,0.076626,0.93
1053,BIG5,Best Model,0.453041,2e-06,1.0
1054,BIG5,Best Model,0.136888,0.174442,1.15
1055,BIG5,Best Model,0.683113,0.0,0.82
1056,BIG5,Best Model,0.403461,3.2e-05,0.77
1057,BIG5,Best Model,0.551856,0.0,0.73
1058,BIG5,Best Model,0.717637,0.0,0.66
1059,BIG5,Best Model,0.339446,0.00055,0.77
1060,BIG5,Best Model,0.28433,0.004144,1.05
1061,BIG5,Best Model,0.494621,0.0,1.13
1062,BIG5,Best Model,0.370362,0.000149,0.97
1063,BIG5,Best Model,0.357941,0.000256,0.7
1064,BIG5,Best Model,0.059572,0.556025,1.19
1065,BIG5,Best Model,0.546559,0.0,0.78
1066,BIG5,Best Model,0.659212,0.0,0.59
1067,BIG5,Best Model,0.779704,0.0,0.77
1068,BIG5,Best Model,0.625175,0.0,0.81
1069,BIG5,Best Model,0.287082,0.00378,0.95
1070,BIG5,Best Model,0.295457,0.002842,1.09
1071,BIG5,Best Model,0.617523,0.0,0.73
1072,BIG5,Best Model,0.522002,0.0,0.81
1073,BIG5,Best Model,0.190104,0.058165,0.69
1074,BIG5,Best Model,0.509711,0.0,0.62
1075,BIG5,Best Model,0.322097,0.001083,1.03
1076,BIG5,Best Model,0.722075,0.0,0.8
1077,BIG5,Best Model,0.529867,0.0,0.98
1078,BIG5,Best Model,0.352814,0.000318,0.77
1079,BIG5,Best Model,0.302323,0.002235,0.91
