,impressions,age,gender,id,target,fold,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q23,q24,q25,q26,q27,q28,q29,q30,q31,q32
542,its a great person who is loyal charasmathic and very easy going,39.0,2,5d9264f527fdac00158fd876,18.0,1.0,,,1.0,,,,,,,,4.0,4.0,,,,,,,,,,,5.0,,,,,,,,,
543,They have self-deprecating humor but can go too far,27.0,3,5d1788d3ede7260019ea7371,56.0,10.0,,,,,,,,,,,,,5.0,,,1.0,,,,,,2.0,,,,,,,,,,
545,This person loves to joke around with his friends occasionally at other people's expense.,39.0,1,64403c89a41364ded4a3880c,25.0,10.0,,,,,,,,,,,,,5.0,,,5.0,,,,,,2.0,,,,,,,,,,
546,"This person seems sad to me.  They are wary of humor at the expense of others, but still find it funny and impossible not to engage in.  I think their self esteem is low. ",68.0,2,62fc22181e486f654fd3b139,7.0,3.0,,,,,,,,,,,,,,2.0,,,,,,,3.0,,,,2.0,,,,,,,
548,They seem pretty fun,37.0,2,5f7a28b8bedcf2112ebd1289,30.0,2.0,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,2.0,,2.0,,,
549,A person who cares about others and most importantly themselves.,51.0,2,5842fc63bd63a400010f6ae7,59.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,5.0,
550,"A little bit of a dry sense of humor, and possibly a bit of a bully.",47.0,1,63d3fa0d6c990bc96e11becf,19.0,4.0,,,,,,3.0,,,3.0,,,,,,,,,3.0,,,,,,,,,,,,,,
551,Nice but a bit self deprecating ,36.0,2,63f664cead1ba3a421c263da,15.0,9.0,3.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,
552,"They seem to have shaky self-esteem. This person sees humor as a good way to make people feel better, but he allows himself to be the butt of jokes to make people laugh even though they seem to feel it's not nice for themselves to do to others.",32.0,1,63d9f41910c61f3eb102079f,40.0,7.0,,,,,3.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,4.0,,
553,This is a person that has a good sense of humor. ,68.0,2,638e415e46b2a8da60722496,20.0,10.0,,,,,,,,,,,,,4.0,,,2.0,,,,,,4.0,,,,,,,,,,
555,"a few words that came to mind were cynical, introverted, witty, and sometimes an asshole ",22.0,2,60fccd788a7be853b4057929,19.0,10.0,,,,,,,,,,,,,4.0,,,5.0,,,,,,3.0,,,,,,,,,,
556,This is a normal person who views life with comedy and happiness.,49.0,1,60171c9b1a726593103182b3,58.0,9.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
557,A mildly amusing person,51.0,1,642908b890bae77e9992be3e,53.0,1.0,,,3.0,,,,,,,,5.0,3.0,,,,,,,,,,,3.0,,,,,,,,,
560,"They think they are funny, but actually sound mean since their source of humor comes from making fun of other people. ",21.0,2,611d7f00f2ac3d433efc130a,48.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,3.0,,,,,2.0,
561,"Empathetic, warm, conscientious, witty.",45.0,2,5f6ac3f62c65e21a96d0a5e1,52.0,3.0,,,,,,,,,,,,,,4.0,,,,,,,4.0,,,,1.0,,,,,,,
563,They have a sense of humor,44.0,2,62b9c2f1e55fe9f17dfedc5d,11.0,9.0,3.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,
565,They generally like to be humourous around friends and can use humor to feel better but are not into self deprecation. ,39.0,1,63e5a6690eeedc20da056717,23.0,8.0,,,,,,,,1.0,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,
566,He uses humor as a way of coping.,74.0,1,628f572a2d1304a34b9e1a37,11.0,6.0,,4.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0
570,"They seem like a considerate person and enjoys thinking of others first, before themselves. ",69.0,2,5b33a01fa8327d0001003821,37.0,4.0,,,,,,3.0,,,3.0,,,,,,,,,4.0,,,,,,,,,,,,,,
571,This is a happy go lucky individual to like to brighten other peoples day.,62.0,1,5e3f4c676d06fc1b240e6021,36.0,9.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,
573,They seem like a very humorous person with morals and a sense of control ,22.0,2,64417871875bc046c888c152,12.0,1.0,,,2.0,,,,,,,,1.0,2.0,,,,,,,,,,,4.0,,,,,,,,,
575,They seems veru pput together and hconfident,33.0,2,5fc6e3a0040c3f0e7cb45c8a,30.0,4.0,,,,,,3.0,,,5.0,,,,,,,,,4.0,,,,,,,,,,,,,,
578,An outgoing person with some sense of humor and ethical attitude.,50.0,2,62740cf8e39eba1055ef571b,47.0,8.0,,,,,,,,2.0,,3.0,,,,,,,,,,2.0,,,,,,,,,,,,
584,They are quite serious well spoken.,55.0,2,62685fb139dc07380edf7988,38.0,2.0,,,,,,,,,,,,,,,5.0,,3.0,,,,,,,,,,3.0,,5.0,,,
585,"Somewhat depressed or usually feeling bad about their life / situation.  Enjoy making people laugh, but not at their own expense.  Much more comfortable around friends, but not a very open person.  Would probably rather keep their bad feelings private from everyone, but enjoy sharing positive feelings / laughs with others, especially friends.  Somewhat shy.",36.0,1,64414fa18130a60469da7103,34.0,9.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
591,"they seem to have an ""edgy"", demeaning sense of humor, but probably not that interesting or creative.",33.0,1,63e5ffdf639ebdcf35aacb09,28.0,7.0,,,,,3.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,
600,I think that they seem like a decent person.,33.0,2,5caa7f8c0d95570013d82f2f,18.0,9.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,
601,They let people make fun of them to entertain and do the same to others,51.0,2,583b397f54686200010f1d20,18.0,2.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,5.0,,1.0,,,
602,a little sad but hardworking and determined ,22.0,1,610058f21b82dddf45b44009,3.0,7.0,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,4.0,,
603,They have low self-esteem.,25.0,1,633c74ad6178784ed5b52104,50.0,6.0,,5.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0
604,Likes to be humorous but tends to not be the comedian of the group.,36.0,1,63d423b81f5e313b9958723c,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,2.0,,,,,5.0,
605,"likes to make crude jokes, uses humor as a coping mechanism",23.0,2,5dcfc4a09595a10cd3ef3e59,32.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,5.0,,,,,2.0,
606,They seem like they are insecure and use humor at the expense of other's feelings. ,46.0,1,5c03217b1a20110001e979f0,27.0,7.0,,,,,3.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,2.0,,
607,this person seems to be funny and down to earth person and very enjoyable,40.0,1,60e88e0b7d305b5fbae3ebef,47.0,10.0,,,,,,,,,,,,,4.0,,,3.0,,,,,,2.0,,,,,,,,,,
608,i think they seem like a friendly person who like to be helpful to other people,47.0,1,5d42486206811e001ada5b4b,19.0,2.0,,,,,,,,,,,,,,,4.0,,1.0,,,,,,,,,,1.0,,2.0,,,
609,They chose disagree for everything,36.0,2,63bca8a6f3803fbb0c3aca28,8.0,3.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,
610,This person seems like a clown. They laugh at everything either at the expense of others or not. They don't let others make fun of themselves as they are unwilling to put themselves down.,26.0,1,61202a222a23700ed108b394,51.0,6.0,,5.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0
611,"They  seem like they are middle of the road on a lot of things, not too extreme one way or the other. they like to laugh and joke with their friends, but they are aware when their jokes cause someone to feel bad about themselves and that in turn causes them some remorse. ",47.0,1,63d404c998ba54d608329c33,4.0,7.0,,,,,3.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,4.0,,
612,This person uses humor to get through difficult or uncomfortable times.,59.0,2,5c2ab2de9136140001b90737,57.0,10.0,,,,,,,,,,,,,4.0,,,2.0,,,,,,2.0,,,,,,,,,,
613,Not enough information to form an impression.,39.0,2,5bdc4c1b75ae900001f30a87,7.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,2.0,,,,,2.0,
614,They don't like mean people or mean jokes.  They like to bring laughter to their group with good humor that doesn't put others down. ,39.0,1,5eeaa8ee94a7f8046a02a20d,12.0,10.0,,,,,,,,,,,,,5.0,,,2.0,,,,,,3.0,,,,,,,,,,
615,my bestfriends are also goods,35.0,1,5ad06e7bd9f7470001db09af,21.0,10.0,,,,,,,,,,,,,4.0,,,3.0,,,,,,4.0,,,,,,,,,,
616,"They enjoy laughing with friends, but the friends do most of the joking. Thy don't laugh at others' expense, nor do they like to be laughed at. Laughter is not their fallback to help them deal with life.",65.0,2,6171fb48ed4824ddf0dafbc7,33.0,7.0,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,3.0,,
617,This person seems perhaps a bit unlikeable.,44.0,1,5f2a12f5837dd81e5881b7cc,15.0,6.0,,4.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0
618,"This person seems cool, calm and collected",65.0,2,642f7faa5837a731bdba3813,27.0,10.0,,,,,,,,,,,,,5.0,,,2.0,,,,,,5.0,,,,,,,,,,
619,This person uses humor as a tool to build relationships and a coping mechanism to deal with life.,47.0,1,63e5dea962e51a42174210da,43.0,6.0,,4.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0
620,assertive - they're funny but not in a self-deprecating way. some may be offended sometimes,25.0,2,62a733deec84f43ab19f7cca,47.0,6.0,,4.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0
621,"I feel that this person would rather be with friends and not be by themself , that they want to be happy but not cause others to feel unconfortable",60.0,2,5bbf523d83f9790001ce549a,2.0,4.0,,,,,,2.0,,,4.0,,,,,,,,,4.0,,,,,,,,,,,,,,
622,they use humor as a crutch but won't go too far or hurt others with it,32.0,2,5d012930cfeb82001817c9c9,32.0,8.0,,,,,,,,2.0,,2.0,,,,,,,,,,3.0,,,,,,,,,,,,
623,They are generally serious but can be light hearted  at times,36.0,1,63d77a647dbf6c0c53b0d375,11.0,3.0,,,,,,,,,,,,,,2.0,,,,,,,4.0,,,,3.0,,,,,,,
624,They like to joke around and have fun with family and friends. They aren't trying to be mean spirited. ,33.0,1,5b5cff1c9351420001b78419,18.0,8.0,,,,,,,,4.0,,2.0,,,,,,,,,,4.0,,,,,,,,,,,,
625,They like to joke around with their friends and by themselves but don't put themselves or others down.,30.0,1,57dd186e6598aa0001992616,39.0,4.0,,,,,,5.0,,,3.0,,,,,,,,,5.0,,,,,,,,,,,,,,
626,Slightly dark personality,25.0,2,63d7f67f398e16e63a1fb6cf,17.0,6.0,,3.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0
627,They dont like making others feel bad.,31.0,3,610cd5f2b38b2d1bffe55477,6.0,2.0,,,,,,,,,,,,,,,3.0,,2.0,,,,,,,,,,2.0,,4.0,,,
628,nothing important,22.0,1,6093c341c4c80556c807a38d,44.0,6.0,,2.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0
629,"They use humor to please people, but don't use humur to hurt other people. ",59.0,2,6335fd309608ba9c606477fc,46.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,3.0,,,,,1.0,
630,Self-deprecating and funny,32.0,2,62fbb36e4eb67a9e4bd73561,50.0,10.0,,,,,,,,,,,,,5.0,,,5.0,,,,,,2.0,,,,,,,,,,
631,"I think this person does not like to be made fun of, but is more okay making fun of others (in humorous contexts). I think the person enjoys laughing and making others laugh - this seems to be something that is more reserved for oneself rather than experienced much in social contexts. ",23.0,1,6400dd2b5b4a2803b2fce1dc,19.0,1.0,,,3.0,,,,,,,,3.0,2.0,,,,,,,,,,,2.0,,,,,,,,,
632,The person is very careful about being politically correct. They don't want to say things that may offend someone or encourage that behaviour in others. They don't really seem to have a full personality they embrace as so many of their responses were 3's.,51.0,1,591d369e88bbb500013a8517,36.0,7.0,,,,,3.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,3.0,,
633,They enjoy using humor in their daily interactions ,21.0,2,60fdf5e83b1de9a21e8ef4e5,57.0,3.0,,,,,,,,,,,,,,4.0,,,,,,,5.0,,,,2.0,,,,,,,
634, A real people pleaser who is lonely and wants attention.,72.0,1,5d8a1d20d1afcb0019d7390b,28.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,4.0,,,,,4.0,
