,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32
784,4.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,4.0,2.0,3.0,1.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,1.0,3.0,3.0,4.0,1.0,4.0,3.0,1.0,3.0,3.0,3.0,4.0,2.0
788,2.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0
789,2.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0
790,2.0,4.0,3.0,3.0,3.0,5.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,4.0
791,3.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0
794,2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,2.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0
795,2.0,2.0,2.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,1.0,4.0
796,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0
798,2.0,5.0,1.0,2.0,3.0,5.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,3.0,2.0,4.0
799,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0
800,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0
801,2.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0
802,2.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0
803,3.0,4.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0
804,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0
808,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0
809,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0
811,2.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,5.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,4.0
812,2.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0
815,3.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0
816,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0
817,2.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0
818,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0
820,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0
821,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0
822,3.0,4.0,1.0,2.0,3.0,4.0,4.0,2.0,3.0,4.0,2.0,3.0,2.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0
824,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0
827,3.0,4.0,2.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0
828,2.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,4.0
830,2.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0
831,3.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0
832,2.0,5.0,3.0,3.0,4.0,5.0,4.0,3.0,2.0,5.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,3.0,5.0,4.0,2.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0
835,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,4.0,2.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0
836,2.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0
837,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0
838,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0
839,2.0,4.0,2.0,3.0,4.0,5.0,4.0,4.0,2.0,4.0,3.0,2.0,4.0,4.0,3.0,1.0,2.0,3.0,3.0,4.0,5.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0
840,3.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0
842,1.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,1.0,4.0,3.0,3.0,4.0,4.0,3.0,1.0,1.0,4.0,3.0,4.0,5.0,3.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0
843,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0
844,2.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0
846,3.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0
847,3.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0
848,3.0,4.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
849,2.0,4.0,2.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,1.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0
850,2.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0
852,3.0,4.0,2.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0
854,2.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0
855,1.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,1.0,4.0,3.0,4.0,4.0,4.0,3.0,1.0,1.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,4.0,3.0,3.0,2.0,3.0,1.0,4.0
856,3.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0
859,3.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0
860,3.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0
862,2.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0
864,2.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0
865,2.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,5.0
868,2.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0
869,2.0,4.0,2.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0
870,3.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0
872,2.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,2.0,5.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0,5.0,3.0,2.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,2.0,5.0
874,3.0,5.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0
875,2.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,5.0,4.0,4.0,5.0,3.0,2.0,4.0,2.0,5.0,4.0,3.0,3.0,4.0,2.0,4.0
877,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0
879,2.0,4.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0
880,2.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0
881,2.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0
882,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0
883,3.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
884,3.0,5.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,2.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0
885,2.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,2.0,5.0,3.0,5.0,4.0,5.0,4.0,2.0,2.0,5.0,4.0,4.0,5.0,3.0,3.0,5.0,2.0,5.0,4.0,4.0,2.0,5.0,1.0,4.0
887,2.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,2.0,5.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,5.0
890,1.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,1.0,1.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0
891,2.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0
892,3.0,5.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0
893,2.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0
900,1.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,1.0,2.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,2.0,5.0
904,2.0,4.0,2.0,2.0,3.0,5.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,4.0
907,2.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0
908,2.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0
909,2.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0
911,2.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0
913,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0
914,2.0,4.0,2.0,2.0,4.0,5.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,5.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0
916,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0
919,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0
922,2.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0
925,2.0,4.0,2.0,2.0,3.0,5.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0
928,1.0,4.0,1.0,2.0,4.0,4.0,4.0,3.0,1.0,4.0,3.0,2.0,3.0,4.0,2.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0
929,2.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,4.0
934,2.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0
935,3.0,5.0,1.0,2.0,3.0,5.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,1.0,4.0,4.0,3.0,2.0,3.0,5.0,1.0,2.0,3.0,3.0,3.0,3.0
936,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0
940,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0
941,2.0,3.0,2.0,2.0,3.0,4.0,5.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0
942,2.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,4.0,2.0,4.0
943,2.0,5.0,2.0,3.0,4.0,5.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0
945,1.0,4.0,2.0,3.0,4.0,5.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,2.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,4.0
946,4.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,4.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,4.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,4.0,2.0,1.0,3.0,3.0,2.0,4.0,3.0
947,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0
948,2.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0
949,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0
955,3.0,3.0,1.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0
957,2.0,4.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,4.0
960,2.0,5.0,2.0,3.0,3.0,5.0,5.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,1.0,2.0,3.0,3.0,3.0,4.0,4.0,1.0,3.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,4.0
962,2.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0
963,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0
964,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0
