,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32
784,4.0,4.0,1.0,4.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0
788,2.0,3.0,3.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,1.0,3.0,2.0,5.0,3.0,2.0,1.0,5.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0
789,3.0,4.0,3.0,5.0,4.0,4.0,3.0,1.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,4.0,2.0,4.0,3.0,3.0,1.0,4.0,3.0,5.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0
790,3.0,4.0,3.0,3.0,4.0,5.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,5.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0,1.0,3.0,2.0,3.0,3.0,5.0
791,3.0,3.0,3.0,2.0,4.0,5.0,3.0,1.0,4.0,2.0,2.0,4.0,2.0,5.0,2.0,3.0,2.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,4.0,4.0,2.0,4.0
794,2.0,5.0,3.0,3.0,3.0,4.0,1.0,5.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,1.0,5.0,3.0,4.0,3.0,5.0,2.0,2.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0
795,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,1.0,2.0,5.0,2.0,1.0,4.0,4.0,5.0,2.0,2.0,5.0,3.0,3.0,2.0,2.0,2.0,4.0
796,3.0,5.0,3.0,4.0,1.0,2.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,1.0,2.0,2.0,4.0,3.0,4.0,4.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0
798,3.0,4.0,4.0,2.0,5.0,5.0,4.0,2.0,3.0,2.0,1.0,3.0,3.0,4.0,2.0,3.0,1.0,5.0,3.0,4.0,3.0,3.0,2.0,1.0,2.0,5.0,1.0,2.0,2.0,3.0,3.0,4.0
799,3.0,3.0,1.0,3.0,1.0,1.0,4.0,1.0,3.0,1.0,3.0,2.0,3.0,5.0,2.0,3.0,1.0,4.0,1.0,2.0,5.0,1.0,4.0,3.0,1.0,5.0,2.0,2.0,2.0,1.0,1.0,3.0
800,2.0,5.0,5.0,3.0,2.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,5.0,1.0,2.0,1.0,5.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,2.0
801,2.0,3.0,2.0,3.0,3.0,4.0,1.0,2.0,4.0,3.0,1.0,3.0,2.0,5.0,2.0,2.0,1.0,4.0,2.0,3.0,5.0,2.0,1.0,3.0,3.0,5.0,1.0,3.0,3.0,2.0,4.0,3.0
802,3.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,2.0,3.0,4.0
803,3.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,1.0,2.0,1.0,5.0,4.0,4.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0
804,3.0,3.0,5.0,1.0,1.0,4.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,4.0,5.0,2.0,2.0,1.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,5.0
808,4.0,4.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,1.0,5.0,4.0,3.0,4.0,2.0,5.0,4.0,2.0,5.0,1.0,3.0,2.0,3.0,2.0,4.0
809,3.0,4.0,2.0,3.0,4.0,4.0,3.0,5.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0
811,3.0,4.0,3.0,4.0,4.0,2.0,3.0,5.0,3.0,2.0,3.0,2.0,4.0,4.0,3.0,2.0,2.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,2.0,3.0,1.0,2.0,2.0,4.0
812,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,4.0,3.0,1.0,3.0,1.0,5.0,3.0,2.0,1.0,5.0,2.0,3.0,4.0,3.0,1.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0
815,4.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,1.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0
816,3.0,3.0,2.0,5.0,2.0,1.0,3.0,3.0,2.0,2.0,4.0,3.0,5.0,5.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,5.0,1.0,3.0,1.0,2.0,1.0,2.0
817,2.0,3.0,3.0,2.0,5.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,4.0,1.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,1.0
818,4.0,5.0,4.0,3.0,2.0,4.0,3.0,1.0,3.0,2.0,5.0,3.0,1.0,3.0,2.0,3.0,2.0,5.0,3.0,2.0,3.0,2.0,5.0,4.0,1.0,5.0,2.0,2.0,3.0,3.0,1.0,5.0
820,3.0,4.0,4.0,5.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,2.0,3.0,4.0,1.0,3.0,3.0,4.0,5.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,4.0
821,3.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0
822,4.0,4.0,5.0,5.0,4.0,3.0,5.0,1.0,2.0,4.0,4.0,3.0,3.0,5.0,2.0,3.0,1.0,5.0,3.0,2.0,4.0,5.0,4.0,3.0,1.0,5.0,1.0,4.0,3.0,3.0,2.0,4.0
824,3.0,3.0,4.0,4.0,1.0,1.0,5.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,1.0,2.0,2.0,2.0,3.0,4.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0
827,3.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,5.0,4.0,3.0,2.0,1.0,4.0,2.0,2.0,2.0,3.0,1.0,3.0
828,1.0,4.0,5.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,1.0,5.0,3.0,4.0,2.0,4.0,1.0,3.0,4.0,5.0,2.0,3.0,3.0,2.0,3.0,4.0
830,3.0,3.0,2.0,4.0,4.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,5.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,2.0,5.0,1.0,2.0,2.0,3.0,1.0,5.0
831,3.0,4.0,3.0,4.0,3.0,2.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,1.0,5.0,3.0,4.0,5.0,3.0,3.0,2.0,2.0,5.0,1.0,3.0,3.0,3.0,1.0,4.0
832,2.0,5.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,5.0,3.0,3.0,1.0,5.0,3.0,4.0,2.0,5.0,3.0,3.0,3.0,5.0,2.0,4.0,2.0,3.0,4.0,5.0
835,3.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,2.0,3.0,2.0,2.0,3.0,4.0
836,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,5.0,3.0,3.0,2.0,4.0,2.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0
837,3.0,4.0,3.0,4.0,4.0,3.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,4.0
838,4.0,4.0,1.0,5.0,2.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,4.0,1.0,4.0,2.0,4.0,2.0,2.0,1.0,1.0
839,2.0,3.0,2.0,1.0,3.0,5.0,1.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,1.0,1.0,5.0,3.0,4.0,3.0,5.0,3.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,5.0
840,5.0,3.0,2.0,5.0,2.0,2.0,3.0,1.0,3.0,2.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0
842,2.0,3.0,3.0,1.0,4.0,5.0,1.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,5.0,2.0,4.0,3.0,4.0,2.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,5.0
843,4.0,3.0,4.0,3.0,5.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,5.0,2.0,4.0,2.0,5.0,3.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,5.0
844,3.0,3.0,1.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,5.0,3.0,2.0,2.0,3.0,2.0,2.0,5.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0
846,3.0,4.0,3.0,5.0,3.0,4.0,4.0,1.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,1.0,3.0,4.0,2.0,2.0,4.0,3.0,2.0,5.0,3.0,5.0,3.0,3.0,1.0,2.0,2.0,4.0
847,4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,5.0,1.0,2.0,1.0,5.0,3.0,3.0,5.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,4.0,2.0,2.0,3.0
848,3.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,2.0,5.0,4.0,3.0,4.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0
849,3.0,4.0,2.0,1.0,4.0,5.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,5.0,3.0,3.0,3.0,4.0,4.0,1.0,3.0,5.0,3.0,2.0,3.0,3.0,3.0,5.0
850,3.0,2.0,3.0,1.0,4.0,5.0,1.0,1.0,4.0,2.0,2.0,3.0,2.0,4.0,4.0,2.0,1.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,5.0,2.0,3.0,2.0,3.0,3.0,4.0
852,4.0,4.0,2.0,3.0,3.0,4.0,5.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,5.0,3.0,3.0,4.0,4.0,5.0,3.0
854,3.0,5.0,1.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,5.0,3.0,4.0,2.0,4.0,3.0,5.0,4.0,5.0,1.0,3.0,2.0,3.0,2.0,4.0
855,1.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,1.0,5.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,1.0,2.0,3.0,4.0
856,3.0,4.0,4.0,3.0,4.0,5.0,2.0,1.0,4.0,2.0,2.0,3.0,1.0,3.0,2.0,4.0,1.0,3.0,4.0,4.0,5.0,3.0,2.0,4.0,4.0,3.0,1.0,2.0,4.0,4.0,3.0,4.0
859,3.0,3.0,2.0,3.0,3.0,4.0,5.0,2.0,4.0,2.0,3.0,3.0,2.0,5.0,2.0,3.0,2.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,1.0,2.0
860,4.0,3.0,1.0,3.0,2.0,3.0,4.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,5.0,3.0,3.0,1.0,3.0,5.0,2.0,2.0,5.0,2.0,3.0,3.0,3.0,2.0,4.0
862,4.0,5.0,5.0,4.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,1.0,3.0,4.0,5.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,4.0,3.0,3.0,5.0,3.0
864,2.0,3.0,5.0,4.0,4.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,5.0,3.0,4.0,2.0,5.0,3.0,2.0,4.0,5.0,4.0,5.0,2.0,5.0,3.0,3.0,2.0,3.0,3.0,4.0
865,3.0,4.0,1.0,2.0,3.0,2.0,4.0,1.0,3.0,3.0,3.0,3.0,2.0,5.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,5.0,5.0,1.0,5.0,1.0,4.0,2.0,2.0,5.0,5.0
868,3.0,4.0,3.0,5.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,4.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0
869,4.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,1.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,1.0,5.0,2.0,3.0,1.0,3.0,1.0,3.0
870,4.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,2.0,5.0,2.0,1.0,5.0,2.0,2.0,3.0,3.0,1.0,4.0
872,3.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,2.0,4.0,3.0,1.0,5.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,5.0,1.0,4.0,3.0,2.0,4.0,5.0
874,2.0,4.0,2.0,3.0,4.0,5.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,1.0,5.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,2.0,3.0,3.0,5.0
875,2.0,3.0,4.0,2.0,3.0,5.0,1.0,3.0,4.0,2.0,3.0,4.0,2.0,2.0,5.0,3.0,2.0,5.0,3.0,3.0,3.0,5.0,2.0,2.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0
877,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0
879,2.0,3.0,4.0,1.0,5.0,4.0,2.0,1.0,4.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,5.0,2.0,3.0,2.0,4.0,2.0,1.0,4.0,5.0,2.0,2.0,3.0,3.0,3.0,3.0
880,2.0,3.0,4.0,5.0,1.0,2.0,2.0,1.0,3.0,4.0,3.0,3.0,1.0,5.0,4.0,4.0,2.0,4.0,3.0,4.0,1.0,3.0,3.0,5.0,4.0,4.0,2.0,5.0,3.0,2.0,3.0,1.0
881,3.0,3.0,5.0,5.0,4.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,2.0,5.0,3.0,5.0,2.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,2.0,5.0,2.0,4.0,3.0,3.0,2.0,4.0
882,3.0,5.0,5.0,1.0,1.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,1.0,5.0,3.0,5.0,3.0,3.0,2.0,2.0,1.0,5.0,1.0,2.0,3.0,2.0,3.0,5.0
883,4.0,4.0,4.0,4.0,1.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,4.0,3.0,4.0,5.0,3.0,3.0,2.0,4.0,5.0,1.0,3.0,4.0,3.0,3.0,3.0
884,4.0,3.0,1.0,3.0,5.0,5.0,4.0,3.0,4.0,4.0,2.0,4.0,5.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,1.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,5.0,3.0
885,3.0,2.0,5.0,3.0,5.0,4.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,3.0,2.0,5.0,2.0,3.0,4.0,5.0,3.0,3.0,3.0,5.0,3.0,4.0,2.0,2.0,4.0,4.0
887,2.0,4.0,2.0,5.0,1.0,4.0,2.0,1.0,3.0,3.0,5.0,3.0,2.0,3.0,3.0,3.0,2.0,5.0,2.0,2.0,3.0,2.0,3.0,5.0,2.0,5.0,3.0,4.0,3.0,2.0,2.0,4.0
890,2.0,3.0,3.0,5.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,1.0,5.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,5.0,2.0,4.0,3.0,2.0,2.0,4.0
891,3.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0,4.0,3.0,4.0,3.0,1.0,1.0,4.0,2.0,4.0,2.0,2.0,1.0,2.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,5.0
892,4.0,4.0,5.0,4.0,5.0,4.0,4.0,1.0,3.0,2.0,4.0,3.0,4.0,5.0,3.0,4.0,3.0,5.0,3.0,3.0,1.0,5.0,4.0,4.0,3.0,5.0,2.0,3.0,2.0,4.0,4.0,5.0
893,3.0,4.0,2.0,5.0,2.0,4.0,5.0,1.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,5.0,1.0,3.0,3.0,3.0,2.0,3.0
900,1.0,3.0,4.0,2.0,3.0,3.0,1.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,5.0,2.0,3.0,3.0,5.0,3.0,3.0,4.0,5.0,4.0,3.0,2.0,2.0,4.0,5.0
904,3.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,1.0,5.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,5.0,1.0,2.0,3.0,3.0,2.0,5.0
907,2.0,3.0,3.0,3.0,3.0,4.0,1.0,2.0,4.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,1.0,4.0,3.0,3.0,5.0,2.0,2.0,3.0,2.0,5.0,2.0,3.0,3.0,3.0,2.0,4.0
908,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,4.0,2.0,1.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0
909,3.0,4.0,2.0,1.0,3.0,4.0,5.0,5.0,4.0,2.0,4.0,4.0,3.0,5.0,3.0,1.0,1.0,5.0,3.0,2.0,1.0,3.0,4.0,2.0,3.0,5.0,2.0,3.0,3.0,2.0,2.0,5.0
911,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,5.0,4.0,1.0,1.0,3.0,1.0,3.0,5.0,1.0,4.0,4.0,1.0,5.0,3.0,3.0,2.0,1.0,3.0,3.0
913,3.0,3.0,5.0,2.0,1.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0,2.0,4.0,3.0,2.0,1.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,5.0,3.0,3.0,4.0,2.0,2.0,3.0
914,3.0,4.0,3.0,1.0,5.0,5.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,1.0,5.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,5.0,3.0,3.0,2.0,4.0,2.0,5.0
916,3.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0
919,4.0,2.0,1.0,4.0,3.0,2.0,3.0,1.0,3.0,1.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0
922,2.0,4.0,4.0,1.0,4.0,3.0,2.0,3.0,4.0,2.0,1.0,3.0,2.0,4.0,4.0,2.0,1.0,4.0,2.0,4.0,4.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0
925,3.0,5.0,2.0,3.0,5.0,5.0,5.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,1.0,5.0,4.0,4.0,1.0,4.0,3.0,2.0,2.0,4.0,1.0,3.0,2.0,3.0,1.0,3.0
928,2.0,2.0,1.0,1.0,4.0,4.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,4.0,3.0,1.0,2.0,5.0,2.0,2.0,5.0,3.0,2.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,3.0,4.0
929,3.0,4.0,4.0,2.0,2.0,5.0,5.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,1.0,2.0,4.0,2.0,3.0,1.0,2.0,2.0,5.0
934,3.0,3.0,2.0,2.0,1.0,3.0,3.0,1.0,3.0,1.0,5.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,5.0,3.0,3.0,5.0,2.0,1.0,1.0,1.0,3.0,5.0
935,3.0,5.0,3.0,1.0,5.0,5.0,5.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,5.0,3.0,5.0,3.0,4.0,3.0,1.0,2.0,4.0,1.0,2.0,2.0,3.0,2.0,4.0
936,3.0,3.0,1.0,4.0,3.0,3.0,2.0,1.0,4.0,2.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,2.0,5.0,5.0,5.0,4.0,5.0,4.0,2.0,1.0,3.0,2.0,5.0
940,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0
941,3.0,3.0,4.0,1.0,3.0,4.0,2.0,1.0,4.0,2.0,2.0,3.0,1.0,4.0,3.0,3.0,1.0,4.0,3.0,4.0,4.0,1.0,3.0,1.0,3.0,5.0,1.0,2.0,4.0,2.0,4.0,4.0
942,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,1.0,5.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,5.0,1.0,4.0,2.0,3.0,2.0,4.0
943,3.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,5.0,4.0,2.0,2.0,5.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,5.0,2.0,3.0,1.0,3.0,1.0,3.0
945,3.0,4.0,2.0,3.0,4.0,4.0,5.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0,2.0,1.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,5.0,1.0,4.0,2.0,2.0,3.0,5.0
946,4.0,4.0,2.0,5.0,2.0,2.0,5.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,1.0,3.0,2.0,3.0,3.0,3.0,5.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0
947,3.0,4.0,2.0,4.0,3.0,5.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,5.0,2.0,3.0,2.0,2.0,1.0,4.0
948,3.0,3.0,4.0,3.0,4.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,4.0,2.0,4.0,2.0,5.0,1.0,3.0,3.0,3.0,2.0,3.0
949,3.0,4.0,3.0,4.0,2.0,2.0,5.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,5.0,3.0,2.0,2.0,2.0,1.0,2.0
955,3.0,5.0,3.0,2.0,3.0,3.0,5.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,2.0,2.0,1.0,4.0,4.0,3.0,1.0,2.0,4.0,1.0,2.0,5.0,2.0,3.0,3.0,3.0,2.0,3.0
957,3.0,3.0,4.0,4.0,4.0,4.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,4.0,2.0,4.0,2.0,5.0,2.0,1.0,4.0,5.0,4.0,4.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,4.0
960,3.0,4.0,2.0,1.0,5.0,5.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,1.0,3.0,1.0,5.0,3.0,5.0,1.0,3.0,3.0,3.0,2.0,5.0,1.0,3.0,3.0,3.0,4.0,5.0
962,3.0,5.0,3.0,2.0,2.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,2.0,5.0,3.0,2.0,1.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,1.0,5.0,2.0,3.0,2.0,2.0,1.0,3.0
963,3.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,2.0,3.0,4.0,3.0,4.0,5.0,3.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,1.0,3.0
964,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,4.0
